Timestamp,FL,FR,RL,RR
2026-08-20T10:02:56,204.18,207.8,209.91,204.6
2026-08-20T10:02:57,220.61,231.69,206.81,192.32
2026-08-20T10:02:58,214.04,228.28,199.06,189.87
2026-08-20T10:02:59,225.29,218.11,200.3,206.54
2026-08-20T10:03:00,223.56,223.89,200.4,213.78
2026-08-20T10:03:01,233.72,234.12,211.67,191.39
2026-08-20T10:03:02,248.76,207.26,198.35,195.75
2026-08-20T10:03:03,226.52,222.45,184.93,206.66
2026-08-20T10:03:04,214.73,214.08,186.69,194.08
2026-08-20T10:03:05,203.92,216.51,194.39,210.95
2026-08-20T10:03:06,197.83,198.01,191.09,217.7
2026-08-20T10:03:07,200.65,237.79,205.22,186.95
2026-08-20T10:03:08,197.11,215.89,184.58,228.86
2026-08-20T10:03:09,194.64,219.36,215.67,198.53
2026-08-20T10:03:10,193.71,208.94,201.97,209.86
2026-08-20T10:03:11,203.38,196.81,197.64,190.82
2026-08-20T10:03:12,180.15,203.01,179.5,205.53
2026-08-20T10:03:13,220.63,227.77,189.41,192.51
2026-08-20T10:03:14,207.31,219.03,190.91,196.08
2026-08-20T10:03:15,221.76,206.61,189.8,198.95
2026-08-20T10:03:16,204.79,196.78,192.39,183.28
2026-08-20T10:03:17,195.55,225.11,204.07,195.98
2026-08-20T10:03:18,188.39,202.61,207.63,190.22
2026-08-20T10:03:19,211.65,191.41,191.45,217.79
2026-08-20T10:03:20,176.54,216.5,172.67,195.77
2026-08-20T10:03:21,194.41,212.38,157.06,173.87
2026-08-20T10:03:22,190.04,204.07,239.27,194.31
2026-08-20T10:03:23,183.45,199.3,184.97,200.04
2026-08-20T10:03:24,200.79,217.3,187.46,193.49
2026-08-20T10:03:25,195.17,199.74,194.99,178.83
2026-08-20T10:03:26,198.18,193.31,184.46,178.84
2026-08-20T10:03:27,205.9,200.88,210.14,201.55
2026-08-20T10:03:28,177.14,191.33,205.9,189.54
2026-08-20T10:03:29,183.2,200.31,195.22,187.1
2026-08-20T10:03:30,190.84,197.32,166.86,205.85
2026-08-20T10:03:31,186.05,215.21,184.81,181.51
2026-08-20T10:03:32,206.15,186.43,191.71,208.34
2026-08-20T10:03:33,191.16,185.9,202.4,199.61
2026-08-20T10:03:34,207.53,208.58,237.45,183.03
2026-08-20T10:03:35,194.77,192.32,215.82,213.55
2026-08-20T10:03:36,202.89,195.58,194.03,180.3
2026-08-20T10:03:37,212.87,208.86,200.92,216.9
2026-08-20T10:03:38,203.77,214.01,185.72,198.23
2026-08-20T10:03:39,198.76,208.36,217.9,195.86
2026-08-20T10:03:40,198.68,227.46,216.0,219.64
2026-08-20T10:03:41,197.88,213.75,230.69,211.76
2026-08-20T10:03:42,211.04,198.05,217.53,222.69
2026-08-20T10:03:43,192.07,218.57,203.83,203.59
2026-08-20T10:03:44,200.43,227.76,217.18,225.95
2026-08-20T10:03:45,194.03,210.12,200.95,209.41
2026-08-20T10:03:46,210.66,209.92,234.14,215.42
2026-08-20T10:03:47,201.35,224.09,210.66,271.26
2026-08-20T10:03:48,217.41,216.54,194.24,221.73
2026-08-20T10:03:49,201.49,230.98,213.3,215.98
2026-08-20T10:03:50,197.61,204.17,215.53,207.53
2026-08-20T10:03:51,197.63,199.87,207.9,207.89
2026-08-20T10:03:52,204.01,210.38,213.13,234.25
2026-08-20T10:03:53,210.07,214.23,224.31,249.57
2026-08-20T10:03:54,214.32,224.67,200.92,224.6
2026-08-20T10:03:55,191.63,217.07,238.55,226.38
2026-08-20T10:03:56,219.98,212.57,243.14,217.89
2026-08-20T10:03:57,213.67,228.49,244.85,237.11
2026-08-20T10:03:58,237.22,221.68,235.24,207.65
2026-08-20T10:03:59,237.08,223.7,228.8,258.78
2026-08-20T10:04:00,233.35,230.08,227.98,250.14
2026-08-20T10:04:01,216.41,218.92,260.04,221.74
2026-08-20T10:04:02,229.95,236.88,274.47,253.47
2026-08-20T10:04:03,205.38,225.6,252.99,256.08
2026-08-20T10:04:04,237.48,216.07,250.63,265.72
2026-08-20T10:04:05,244.84,256.01,252.29,269.53
2026-08-20T10:04:06,248.25,251.12,268.06,268.59
2026-08-20T10:04:07,224.99,226.42,273.58,256.78
2026-08-20T10:04:08,234.38,236.87,259.48,266.04
2026-08-20T10:04:09,226.22,245.12,269.56,264.62
2026-08-20T10:04:10,230.78,254.08,291.49,260.63
2026-08-20T10:04:11,252.34,256.89,239.58,261.0
2026-08-20T10:04:12,235.43,257.6,276.08,278.1
2026-08-20T10:04:13,249.93,242.58,267.25,260.0
2026-08-20T10:04:14,243.64,252.15,280.63,268.2
2026-08-20T10:04:15,256.17,264.28,299.49,287.69
2026-08-20T10:04:16,250.72,263.59,290.58,273.55
2026-08-20T10:04:17,263.5,275.79,309.29,283.98
2026-08-20T10:04:18,255.57,264.49,287.82,293.14
2026-08-20T10:04:19,252.82,260.1,311.2,289.81
2026-08-20T10:04:20,256.39,272.54,294.11,293.42
2026-08-20T10:04:21,256.74,253.17,294.12,278.34
2026-08-20T10:04:22,261.11,255.19,307.63,302.98
2026-08-20T10:04:23,263.41,267.61,303.72,272.39
2026-08-20T10:04:24,251.21,268.69,304.92,296.94
2026-08-20T10:04:25,253.66,273.04,297.34,286.95
2026-08-20T10:04:26,268.5,271.11,319.09,309.59
2026-08-20T10:04:27,274.01,277.88,296.49,292.15
2026-08-20T10:04:28,253.37,304.87,295.53,302.58
2026-08-20T10:04:29,265.85,274.64,358.26,284.34
2026-08-20T10:04:30,260.8,264.87,310.47,300.15
2026-08-20T10:04:31,265.19,282.22,306.67,321.09
2026-08-20T10:04:32,269.43,283.54,299.36,319.27
2026-08-20T10:04:33,270.42,286.56,320.76,310.72
2026-08-20T10:04:34,277.77,279.75,334.42,325.36
2026-08-20T10:04:35,281.5,272.87,306.47,307.46
2026-08-20T10:04:36,275.24,290.17,310.24,330.75
2026-08-20T10:04:37,278.69,266.53,316.55,286.74
2026-08-20T10:04:38,272.04,282.07,316.11,314.93
2026-08-20T10:04:39,276.47,282.47,342.57,334.4
2026-08-20T10:04:40,269.78,301.73,306.12,310.96
2026-08-20T10:04:41,297.18,267.53,333.43,306.53
2026-08-20T10:04:42,281.15,288.79,347.78,312.61
2026-08-20T10:04:43,282.51,297.47,325.19,313.16
2026-08-20T10:04:44,283.15,292.68,339.54,312.32
2026-08-20T10:04:45,279.74,295.46,327.57,321.95
2026-08-20T10:04:46,284.48,285.69,320.54,329.92
2026-08-20T10:04:47,274.06,304.66,333.23,309.69
2026-08-20T10:04:48,288.14,294.98,340.18,339.21
2026-08-20T10:04:49,281.88,286.47,324.09,313.76
2026-08-20T10:04:50,278.26,296.57,331.79,319.78
2026-08-20T10:04:51,278.46,297.32,325.76,313.27
2026-08-20T10:04:52,284.38,291.25,319.03,335.67
2026-08-20T10:04:53,294.35,294.3,333.46,331.99
2026-08-20T10:04:54,285.52,302.74,351.7,326.48
2026-08-20T10:04:55,290.12,302.45,327.64,311.75
2026-08-20T10:04:56,294.6,277.85,352.95,335.43
2026-08-20T10:04:57,287.19,293.82,352.22,313.27
2026-08-20T10:04:58,273.42,287.04,327.71,312.1
2026-08-20T10:04:59,286.23,294.05,320.67,342.91
2026-08-20T10:05:00,270.38,279.54,334.46,320.62
2026-08-20T10:05:01,288.04,285.68,316.98,314.72
2026-08-20T10:05:02,276.55,296.63,323.0,330.91
2026-08-20T10:05:03,288.73,301.26,338.89,330.43
2026-08-20T10:05:04,289.98,285.11,324.19,298.23
2026-08-20T10:05:05,284.58,282.93,331.34,325.65
2026-08-20T10:05:06,267.49,278.87,321.47,312.18
2026-08-20T10:05:07,281.98,276.76,325.31,297.15
2026-08-20T10:05:08,258.03,294.75,308.1,309.66
2026-08-20T10:05:09,264.64,272.72,317.96,310.37
2026-08-20T10:05:10,287.84,290.51,318.54,323.26
2026-08-20T10:05:11,288.35,289.3,315.68,325.22
2026-08-20T10:05:12,294.02,290.94,340.64,322.91
2026-08-20T10:05:13,283.94,272.55,304.83,309.95
2026-08-20T10:05:14,257.85,276.62,327.35,301.27
2026-08-20T10:05:15,278.95,268.11,309.74,320.22
2026-08-20T10:05:16,274.76,283.58,334.81,322.15
2026-08-20T10:05:17,262.95,292.89,305.63,305.0
2026-08-20T10:05:18,270.89,289.47,298.09,309.23
2026-08-20T10:05:19,274.99,285.87,307.72,314.42
2026-08-20T10:05:20,261.64,288.23,313.05,284.13
2026-08-20T10:05:21,271.83,277.55,303.11,290.63
2026-08-20T10:05:22,264.34,260.32,326.2,284.45
2026-08-20T10:05:23,259.12,285.18,311.46,305.14
2026-08-20T10:05:24,279.89,269.6,290.39,305.12
2026-08-20T10:05:25,271.68,268.44,286.25,308.35
2026-08-20T10:05:26,268.47,256.97,309.29,274.67
2026-08-20T10:05:27,256.88,258.47,290.76,280.44
2026-08-20T10:05:28,254.58,275.96,300.42,296.46
2026-08-20T10:05:29,270.65,264.0,296.32,293.85
2026-08-20T10:05:30,275.83,275.75,310.42,298.11
2026-08-20T10:05:31,268.37,247.95,302.89,286.92
2026-08-20T10:05:32,257.4,259.58,285.7,287.86
2026-08-20T10:05:33,264.33,248.95,291.91,274.64
2026-08-20T10:05:34,245.51,266.95,283.84,271.98
2026-08-20T10:05:35,246.44,264.95,286.18,265.32
2026-08-20T10:05:36,244.85,259.44,344.68,264.37
2026-08-20T10:05:37,257.3,252.18,316.09,264.23
2026-08-20T10:05:38,243.7,261.54,271.08,284.04
2026-08-20T10:05:39,268.82,254.93,282.54,266.5
2026-08-20T10:05:40,250.03,272.35,289.79,330.48
2026-08-20T10:05:41,264.75,268.91,283.5,262.07
2026-08-20T10:05:42,249.23,248.62,281.9,264.85
2026-08-20T10:05:43,225.53,265.14,277.24,280.28
2026-08-20T10:05:44,245.86,257.11,287.0,270.72
2026-08-20T10:05:45,249.47,286.74,270.28,266.84
2026-08-20T10:05:46,263.33,245.94,258.54,246.4
2026-08-20T10:05:47,250.76,259.68,278.68,246.15
2026-08-20T10:05:48,254.95,264.86,267.38,261.62
2026-08-20T10:05:49,251.13,256.05,275.06,247.06
2026-08-20T10:05:50,242.15,239.78,273.76,265.35
2026-08-20T10:05:51,242.47,254.42,246.36,268.21
2026-08-20T10:05:52,238.36,252.33,277.31,247.79
2026-08-20T10:05:53,254.62,251.89,263.17,262.52
2026-08-20T10:05:54,229.82,256.23,262.51,267.3
2026-08-20T10:05:55,239.8,246.33,265.18,253.2
2026-08-20T10:05:56,229.92,247.72,274.95,251.88
2026-08-20T10:05:57,232.69,256.55,236.52,226.66
2026-08-20T10:05:58,241.1,250.96,260.46,240.52
2026-08-20T10:05:59,239.42,234.94,259.53,231.02
2026-08-20T10:06:00,239.24,251.35,234.92,243.33
2026-08-20T10:06:01,248.44,264.05,237.08,252.9
2026-08-20T10:06:02,228.06,234.96,273.44,256.09
2026-08-20T10:06:03,232.25,250.48,261.17,249.52
2026-08-20T10:06:04,262.66,254.24,216.75,243.17
2026-08-20T10:06:05,232.73,246.06,252.05,238.16
2026-08-20T10:06:06,229.18,261.67,258.31,237.28
2026-08-20T10:06:07,246.78,254.73,265.62,232.04
2026-08-20T10:06:08,247.74,241.87,263.56,241.79
2026-08-20T10:06:09,217.2,248.28,227.6,240.9
2026-08-20T10:06:10,239.33,243.9,230.49,229.55
2026-08-20T10:06:11,231.46,245.43,263.13,250.9
2026-08-20T10:06:12,235.2,260.66,230.61,250.08
2026-08-20T10:06:13,238.18,250.3,254.06,233.19
2026-08-20T10:06:14,247.96,247.86,274.72,237.19
2026-08-20T10:06:15,252.67,254.45,231.08,256.68
2026-08-20T10:06:16,229.4,225.68,254.82,252.7
2026-08-20T10:06:17,240.55,245.41,262.99,247.94
2026-08-20T10:06:18,233.49,255.36,228.49,232.23
2026-08-20T10:06:19,229.56,226.07,228.7,253.15
2026-08-20T10:06:20,229.1,242.58,228.33,248.42
2026-08-20T10:06:21,240.1,253.0,240.42,223.53
2026-08-20T10:06:22,230.35,256.46,240.44,246.43
2026-08-20T10:06:23,208.45,259.18,234.63,262.77
2026-08-20T10:06:24,234.95,248.34,247.92,225.75
2026-08-20T10:06:25,248.75,241.57,254.9,245.33
2026-08-20T10:06:26,244.92,240.73,236.33,238.96
2026-08-20T10:06:27,219.57,242.38,249.54,219.69
2026-08-20T10:06:28,252.6,241.53,241.58,220.68
2026-08-20T10:06:29,244.55,252.34,250.75,250.24
2026-08-20T10:06:30,252.12,249.67,221.8,249.41
2026-08-20T10:06:31,226.4,243.05,244.76,238.37
2026-08-20T10:06:32,255.2,247.23,215.02,229.25
2026-08-20T10:06:33,240.81,243.57,251.62,229.09
2026-08-20T10:06:34,224.5,251.52,220.27,251.95
2026-08-20T10:06:35,241.31,232.58,246.35,259.46
2026-08-20T10:06:36,218.3,255.37,238.54,232.6
2026-08-20T10:06:37,241.47,250.96,223.75,246.87
2026-08-20T10:06:38,224.21,265.29,249.71,215.15
2026-08-20T10:06:39,237.3,259.55,224.79,226.86
2026-08-20T10:06:40,232.94,256.64,222.68,228.1
2026-08-20T10:06:41,241.95,242.47,218.85,211.51
2026-08-20T10:06:42,220.92,232.3,207.86,218.26
2026-08-20T10:06:43,238.62,244.16,272.83,214.14
2026-08-20T10:06:44,225.18,229.23,212.15,234.27
2026-08-20T10:06:45,220.53,242.75,218.78,254.17
2026-08-20T10:06:46,216.04,243.94,221.39,215.1
2026-08-20T10:06:47,236.56,242.96,211.76,228.77
2026-08-20T10:06:48,236.67,253.87,216.45,240.59
2026-08-20T10:06:49,230.15,220.36,229.21,221.24
2026-08-20T10:06:50,222.61,248.76,216.42,233.69
2026-08-20T10:06:51,229.89,246.22,229.38,226.41
2026-08-20T10:06:52,219.65,247.17,220.62,244.0
2026-08-20T10:06:53,233.99,244.71,210.3,214.33
2026-08-20T10:06:54,229.37,224.7,204.55,217.11
2026-08-20T10:06:55,226.8,237.6,231.1,212.82
2026-08-20T10:06:56,233.54,233.29,214.47,219.91
2026-08-20T10:06:57,205.19,234.53,208.23,204.86
2026-08-20T10:06:58,206.11,228.55,192.45,225.65
2026-08-20T10:06:59,221.68,215.25,205.99,223.45
2026-08-20T10:07:00,217.19,228.33,208.73,212.03
2026-08-20T10:07:01,205.2,229.75,205.55,248.2
2026-08-20T10:07:02,219.11,224.69,223.21,210.06
2026-08-20T10:07:03,222.8,219.53,229.1,203.58
2026-08-20T10:07:04,223.04,238.61,205.89,210.3
2026-08-20T10:07:05,224.16,233.12,195.57,211.67
2026-08-20T10:07:06,207.84,217.84,199.99,223.28
2026-08-20T10:07:07,232.25,250.34,206.23,197.8
2026-08-20T10:07:08,205.58,239.35,187.59,203.31
2026-08-20T10:07:09,208.6,239.77,193.06,219.57
2026-08-20T10:07:10,226.39,219.59,209.98,187.13
2026-08-20T10:07:11,211.36,218.1,172.64,209.85
2026-08-20T10:07:12,214.79,202.31,185.87,195.15
2026-08-20T10:07:13,204.96,215.18,190.56,191.36
2026-08-20T10:07:14,212.33,212.51,200.05,200.02
2026-08-20T10:07:15,212.86,214.74,210.97,203.37
2026-08-20T10:07:16,216.22,227.8,182.43,212.58
2026-08-20T10:07:17,224.21,204.66,198.94,196.64
2026-08-20T10:07:18,209.86,218.66,190.68,216.12
2026-08-20T10:07:19,195.98,211.17,210.43,223.28
2026-08-20T10:07:20,198.54,219.49,200.26,180.36
2026-08-20T10:07:21,193.26,198.77,191.09,193.9
2026-08-20T10:07:22,202.26,222.76,201.76,230.33
2026-08-20T10:07:23,198.75,217.08,201.26,216.2
2026-08-20T10:07:24,196.63,216.87,215.48,189.14
2026-08-20T10:07:25,198.94,212.73,190.41,187.01
2026-08-20T10:07:26,217.32,204.7,216.18,191.18
2026-08-20T10:07:27,196.27,214.31,192.7,186.31
2026-08-20T10:07:28,190.52,208.45,187.03,198.02
2026-08-20T10:07:29,174.57,199.57,192.76,190.73
2026-08-20T10:07:30,186.68,195.78,195.74,214.7
2026-08-20T10:07:31,182.15,201.37,206.64,200.89
2026-08-20T10:07:32,194.76,199.19,195.15,195.75
2026-08-20T10:07:33,173.45,196.15,171.74,282.6
2026-08-20T10:07:34,203.2,195.09,205.0,226.69
2026-08-20T10:07:35,188.46,215.68,199.96,194.73
2026-08-20T10:07:36,183.4,196.9,191.2,170.11
2026-08-20T10:07:37,199.59,199.07,201.85,193.25
2026-08-20T10:07:38,224.15,185.6,185.61,207.19
2026-08-20T10:07:39,217.69,192.18,219.29,188.24
2026-08-20T10:07:40,207.04,202.86,224.7,221.21
2026-08-20T10:07:41,187.68,231.52,185.12,196.7
2026-08-20T10:07:42,212.36,194.93,191.65,202.74
2026-08-20T10:07:43,198.98,206.33,191.2,204.31
2026-08-20T10:07:44,201.07,217.73,204.96,187.75
2026-08-20T10:07:45,195.27,196.78,217.79,183.58
2026-08-20T10:07:46,200.95,192.7,218.24,213.91
2026-08-20T10:07:47,197.97,208.82,200.01,213.8
2026-08-20T10:07:48,195.76,211.57,205.9,177.02
2026-08-20T10:07:49,191.67,219.98,223.84,209.22
2026-08-20T10:07:50,196.15,202.06,270.26,216.14
2026-08-20T10:07:51,188.29,212.69,223.84,199.02
2026-08-20T10:07:52,196.94,211.44,219.13,206.79
2026-08-20T10:07:53,194.31,202.95,216.55,218.4
2026-08-20T10:07:54,200.25,194.8,200.39,222.37
2026-08-20T10:07:55,189.13,211.61,210.74,209.03
2026-08-20T10:07:56,202.58,227.07,220.19,214.3
2026-08-20T10:07:57,188.59,216.45,232.08,226.79
2026-08-20T10:07:58,216.06,217.17,204.58,220.66
2026-08-20T10:07:59,210.78,220.74,216.13,222.19
2026-08-20T10:08:00,210.37,227.42,235.99,232.51
2026-08-20T10:08:01,211.9,205.69,212.65,225.51
